objectnummer,leeftijd,soort,plantjaar,stamdiameter,hoogte,monumentaal,beplantingssituatie,locatie,eigenaar,stadsdeel,lon,lat
2545,_50_PLUS,Ulmus minor,1958,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.919677,52.362822
2546,_50_PLUS,Ulmus minor,1944,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.948266,52.34297
2547,_50_PLUS,Ulmus minor,1930,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.948429,52.342881
2548,_50_PLUS,Ulmus minor,1930,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.948001,52.343131
2549,_50_PLUS,Ulmus minor,1930,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.947647,52.343309
2550,_50_PLUS,Ulmus minor,1918,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.923403,52.361713
2551,_50_PLUS,Ulmus minor,1969,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.920721,52.348734
2552,_50_PLUS,Ulmus minor,1918,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906677,52.356775
2553,_50_PLUS,Ulmus minor,1970,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.93281,52.350596
2554,_50_PLUS,Ulmus minor,1948,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.923848,52.361329
2555,_50_PLUS,Ulmus minor,1958,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.923774,52.361373
2556,_50_PLUS,Ulmus minor,1958,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.924024,52.361293
2557,_50_PLUS,Ulmus minor,1961,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.916062,52.36039
2558,_50_PLUS,Ulmus minor,1958,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.905984,52.358417
2559,_50_PLUS,Ulmus minor,1938,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906029,52.358328
2560,_50_PLUS,Ulmus minor,1938,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906059,52.358238
2561,_50_PLUS,Ulmus minor,1938,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906149,52.358041
2562,_50_PLUS,Ulmus minor,1958,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906252,52.358059
2563,_50_PLUS,Ulmus minor,1958,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906345,52.357601
2564,_50_PLUS,Ulmus minor,1958,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906794,52.35683
2565,_50_PLUS,Ulmus minor,1958,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906718,52.357009
2566,_50_PLUS,Ulmus minor,1958,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906673,52.35709
2567,_50_PLUS,Ulmus minor,1958,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906628,52.35718
2568,_50_PLUS,Ulmus minor,1938,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906571,52.357072
2569,_50_PLUS,Ulmus minor,1918,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906646,52.356883
2570,_50_PLUS,Ulmus minor,1938,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.910614,52.352396
2571,_50_PLUS,Ulmus minor,1938,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.905908,52.358588
2572,_50_PLUS,Ulmus minor,1958,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906162,52.358256
2573,_50_PLUS,Ulmus minor,1938,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.90618,52.357951
2574,_50_PLUS,Ulmus minor,1938,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906178,52.358122
2575,_50_PLUS,Ulmus minor,1938,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.90627,52.357762
2576,_50_PLUS,Ulmus minor,1918,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906539,52.357341
2577,_50_PLUS,Ulmus minor,1918,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906479,52.35744
2578,_50_PLUS,Ulmus minor,1918,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.90645,52.357359
2579,_50_PLUS,Ulmus minor,1938,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906466,52.357305
2580,_50_PLUS,Ulmus minor,1938,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.9063,52.357682
2581,_50_PLUS,Ulmus minor,1918,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906763,52.35692
2582,_50_PLUS,Ulmus minor,1938,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906511,52.357197
2583,_50_PLUS,Ulmus minor,1918,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906481,52.357251
2584,_50_PLUS,Ulmus minor,1918,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906541,52.357143
2585,_50_PLUS,Ulmus minor,1918,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906601,52.356982
2586,_50_PLUS,Ulmus minor,1983,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.906613,52.357234
2587,_50_PLUS,Ulmus minor,1938,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.910436,52.352575
2588,_50_PLUS,Ulmus minor,1938,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.910525,52.352477
2589,_50_PLUS,Ulmus minor,1918,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.911626,52.351097
2590,_50_PLUS,Ulmus minor,1938,50-100,,,Bomen in gazon,,Stadsdeel,Oost,4.911506,52.351313
2591,_50_PLUS,Ulmus minor,1959,50-100,,,Bomen in ruw gras / grasbermen,,Stadsdeel,Oost,4.922269,52.360639
2592,_50_PLUS,Ulmus minor,1970,50-100,,,Bomen in ruw gras / grasbermen,,Stadsdeel,Oost,4.921609,52.36061
2593,_50_PLUS,Ulmus minor,1997,50-100,,,Bomen in ruw gras / grasbermen,,Stadsdeel,Oost,4.922734,52.361136
2594,_50_PLUS,Ulmus minor `Hoersholmiensis`,1996,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.915496,52.361233
2595,_50_PLUS,Ulmus minor `Hoersholmiensis`,1963,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.922557,52.356992
2596,_50_PLUS,Ulmus minor `Sarniensis`,1958,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.925014,52.359257
2597,_50_PLUS,Ulmus minor `Sarniensis`,1958,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.924575,52.359139
2598,_50_PLUS,Ulmus minor `Sarniensis`,1948,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.925611,52.358352
2599,_50_PLUS,Ulmus minor `Sarniensis`,1948,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.925421,52.358297
2600,_50_PLUS,Ulmus minor `Sarniensis`,1958,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.916083,52.355672
2601,_50_PLUS,Ulmus minor `Sarniensis`,1958,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.916522,52.35579
2602,_50_PLUS,Ulmus minor `Sarniensis`,1958,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.916742,52.355854
2603,_50_PLUS,Ulmus minor `Sarniensis`,1958,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.917151,52.355973
2604,_50_PLUS,Ulmus minor `Sarniensis`,1958,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.917356,52.356036
2605,_50_PLUS,Ulmus minor `Sarniensis`,1948,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.912457,52.351568
2606,_50_PLUS,Ulmus minor `Sarniensis`,1948,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.911731,52.352194
2607,_50_PLUS,Ulmus minor `Sarniensis`,1948,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.911951,52.352267
2608,_50_PLUS,Ulmus minor `Sarniensis`,1948,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.91255,52.352485
2609,_50_PLUS,Ulmus minor `Sarniensis`,1958,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.923474,52.35775
2610,_50_PLUS,Ulmus minor `Sarniensis`,1958,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.916961,52.355918
2611,_50_PLUS,Ulmus minor `Sarniensis`,1958,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.917576,52.3561
2612,_50_PLUS,Ulmus minor `Sarniensis`,1930,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.9337,52.356792
2613,_50_PLUS,Ulmus minor `Sarniensis`,1948,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.922852,52.361082
2614,_50_PLUS,Ulmus minor `Sarniensis`,1948,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.922808,52.361055
2615,_50_PLUS,Ulmus hollandica `Major`,1930,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.941105,52.347374
2616,_50_PLUS,Ulmus hollandica `Major`,1930,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.941031,52.347428
2617,_50_PLUS,Ulmus hollandica `Major`,1955,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.941164,52.347338
2618,_50_PLUS,Ulmus hollandica `Major`,1955,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.941386,52.347213
2619,_50_PLUS,Ulmus hollandica `Major`,1955,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.941445,52.347169
2620,_50_PLUS,Ulmus hollandica `Major`,1955,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.941533,52.347115
2621,_50_PLUS,Ulmus x hollandica `Vegeta`,,>100,,,Bomen in beplanting,,Stadsdeel,Oost,4.944424,52.365239
2622,_50_PLUS,Ulmus hollandica `Major`,1930,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.941652,52.347035
2623,_50_PLUS,Ulmus x hollandica `Vegeta`,,>100,,,Bomen in beplanting,,Stadsdeel,Oost,4.944462,52.365132
2624,_50_PLUS,Ulmus x hollandica `Vegeta`,,>100,,,Bomen in beplanting,,Stadsdeel,Oost,4.946153,52.365462
2625,_50_PLUS,Ulmus hollandica,,>100,,,Bomen in gras,,Stadsdeel,Oost,4.934279,52.366292
2626,_50_PLUS,Ulmus glabra `Exoniensis`,,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.945895,52.361576
2627,_50_PLUS,Ulmus glabra `Exoniensis`,,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.94773,52.358452
2628,_50_PLUS,Ulmus glabra `Exoniensis`,,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.947843,52.358491
2629,_50_PLUS,Ulmus glabra `Exoniensis`,,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.947897,52.35832
2630,_50_PLUS,Ulmus glabra `Exoniensis`,,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.948033,52.358391
2631,_50_PLUS,Ulmus minor,,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.945653,52.360542
2632,_50_PLUS,Ulmus minor,,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.94613,52.361629
2633,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in beplanting,,Stadsdeel,Oost,4.950692,52.358214
2634,_50_PLUS,Ulmus carpinifolia Sarniensis,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.934528,52.365465
2635,_50_PLUS,Ulmus hollandica Vegeta,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.938621,52.376574
2636,_50_PLUS,Ulmus x hollandica `Commelin`,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.94908,52.363454
2637,_50_PLUS,Ulmus x hollandica `Commelin`,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.949358,52.363654
2638,_50_PLUS,Ulmus x hollandica `Commelin`,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.94939,52.363695
2639,_50_PLUS,Ulmus x hollandica `Commelin`,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.949393,52.363666
2640,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.934583,52.365377
2641,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.938106,52.376316
2642,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.938451,52.376852
2643,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.938548,52.3768
2644,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.941537,52.358487
2645,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.942424,52.358455
2646,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.943994,52.358391
2647,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.944459,52.358371
2648,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.944775,52.358363
2649,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.94897,52.365922
2650,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.948992,52.365511
2651,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.949036,52.365963
2652,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.949085,52.365512
2653,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.949114,52.365995
2654,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.955445,52.365082
2655,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in gras,,Stadsdeel,Oost,4.955691,52.365112
2656,_50_PLUS,Ulmus carpinifolia Sarniensis,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.935541,52.365073
2657,_50_PLUS,Ulmus carpinifolia Sarniensis,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.936641,52.364711
2658,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.932074,52.365872
2659,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.932243,52.364823
2660,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.932265,52.365815
2661,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.932459,52.365758
2662,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.932677,52.365696
2663,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.932907,52.365627
2664,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.933112,52.365569
2665,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.933194,52.364829
2666,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.93335,52.365495
2667,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.933521,52.364303
2668,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.934172,52.365257
2669,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.934817,52.364343
2670,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.93493,52.364791
2671,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.935231,52.364774
2672,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.935727,52.36481
2673,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.935796,52.364354
2674,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.936069,52.364707
2675,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.936476,52.364584
2676,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.937288,52.364347
2677,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.937675,52.364235
2678,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.937868,52.364179
2679,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.938071,52.364116
2680,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.938277,52.364231
2681,_50_PLUS,Ulmus minor `Sarniensis`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.939047,52.364002
2682,_50_PLUS,Ulmus x hollandica `Belgica`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.940544,52.363624
2683,_50_PLUS,Ulmus x hollandica `Belgica`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.941614,52.363631
2684,_50_PLUS,Ulmus x hollandica `Commelin`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.940816,52.363739
2685,_50_PLUS,Ulmus x hollandica `Commelin`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.941072,52.363555
2686,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.940646,52.364314
2687,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.940787,52.364321
2688,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.942497,52.358483
2689,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.944177,52.358411
2690,_50_PLUS,Ulmus x hollandica `Vegeta`,,50-100,,,Bomen in verharding,,Stadsdeel,Oost,4.94454,52.358396
3662,_50_PLUS,Ulmus minor,1920,> 100,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.898087,52.365042
3663,_50_PLUS,Ulmus minor,1899,> 100,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.906919,52.366976
3664,_50_PLUS,Ulmus x hollandica `Belgica`,1,> 100,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.902226,52.366085
3665,_50_PLUS,Ulmus x hollandica `Belgica`,1899,> 100,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.884132,52.374261
3666,_50_PLUS,Ulmus x hollandica `Belgica`,1899,> 100,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.886533,52.385436
3667,_50_PLUS,Ulmus minor,1920,> 100,,Gemeentelijk,Gazon,,Stadsdeel,Centrum,4.908958,52.368322
3668,_50_PLUS,Ulmus x hollandica `Belgica`,1920,> 100,,Gemeentelijk,Gazon,,Stadsdeel,Centrum,4.898471,52.360158
3669,_50_PLUS,Ulmus minor,1899,> 100,,Gemeentelijk,Gazon,,Stadsdeel,Centrum,4.879981,52.381685
3670,_50_PLUS,Ulmus minor,1910,> 100,,Gemeentelijk,Gazon,,Stadsdeel,Centrum,4.922198,52.374333
3671,_50_PLUS,Ulmus minor,1910,> 100,,Gemeentelijk,Gazon,,Stadsdeel,Centrum,4.922146,52.374229
3672,_50_PLUS,Ulmus x hollandica `Belgica`,1920,> 100,,Gemeentelijk,Plantsoen,,Stadsdeel,Centrum,4.879941,52.376958
3673,_50_PLUS,Ulmus minor,1920,> 100,,Gemeentelijk,Plantsoen,,Stadsdeel,Centrum,4.900568,52.360914
3674,_50_PLUS,Ulmus minor,1899,> 100,,Gemeentelijk,Plantsoen,,Stadsdeel,Centrum,4.891519,52.358684
3675,_50_PLUS,Ulmus x hollandica `Belgica`,1920,> 100,,Gemeentelijk,Plantsoen,,Stadsdeel,Centrum,4.879791,52.377226
7010,_50_PLUS,Ulmus minor `Sarniensis`,2011,51-75,,,Verharding,,Stadsdeel,Centrum,4.895114,52.378131
7011,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.8911,52.362387
7012,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.889535,52.362341
7013,_50_PLUS,Ulmus minor `Sarniensis`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.889435,52.369248
7014,_50_PLUS,Ulmus minor `Sarniensis`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.889224,52.369039
7015,_50_PLUS,Ulmus x hollandica `Vegeta`,1965,51-75,,,Verharding,,Stadsdeel,Centrum,4.882866,52.364436
7016,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.881278,52.369765
7017,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.886714,52.363351
7018,_50_PLUS,Ulmus x hollandica `Vegeta`,1945,51-75,,,Verharding,,Stadsdeel,Centrum,4.889343,52.381233
7019,_50_PLUS,Ulmus x hollandica `Vegeta`,1945,51-75,,,Verharding,,Stadsdeel,Centrum,4.891374,52.381224
7020,_50_PLUS,Ulmus minor,1899,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.884847,52.382694
7021,_50_PLUS,Ulmus minor,1930,51-75,,,Verharding,,Stadsdeel,Centrum,4.885496,52.380375
7022,_50_PLUS,Ulmus minor,1945,51-75,,,Verharding,,Stadsdeel,Centrum,4.889012,52.380354
7023,_50_PLUS,Ulmus minor,1930,51-75,,,Verharding,,Stadsdeel,Centrum,4.885198,52.380333
7024,_50_PLUS,Ulmus x hollandica `Vegeta`,1945,51-75,,,Verharding,,Stadsdeel,Centrum,4.890354,52.381796
7025,_50_PLUS,Ulmus x hollandica `Vegeta`,1945,51-75,,,Verharding,,Stadsdeel,Centrum,4.890204,52.381881
7026,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.886603,52.381711
7027,_50_PLUS,Ulmus minor,1945,51-75,,,Verharding,,Stadsdeel,Centrum,4.884362,52.382962
7028,_50_PLUS,Ulmus x hollandica `Vegeta`,1945,51-75,,,Verharding,,Stadsdeel,Centrum,4.892435,52.380628
7029,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.907797,52.365759
7030,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.902949,52.365959
7031,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.902746,52.36592
7032,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.902538,52.365878
7033,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.902384,52.365853
7034,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.908225,52.365536
7035,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.906216,52.365465
7036,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.896895,52.365089
7037,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.897479,52.365201
7038,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.906432,52.365194
7039,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.897548,52.36172
7040,_50_PLUS,Ulmus minor,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.889808,52.376549
7041,_50_PLUS,Ulmus x hollandica,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.891825,52.376517
7042,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.88404,52.376468
7043,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.904707,52.363023
7044,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.903839,52.363138
7045,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.887836,52.374403
7046,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.888029,52.37461
7047,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.888124,52.374704
7048,_50_PLUS,Ulmus minor,1920,51-75,,Gemeentelijk,Verharding,,Stadsdeel,Centrum,4.888269,52.37487
7049,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.889307,52.37476
7050,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.887033,52.373861
7051,_50_PLUS,Ulmus x hollandica,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.890462,52.370838
7052,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.884357,52.36904
7053,_50_PLUS,Ulmus minor `Sarniensis`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.889547,52.36959
7054,_50_PLUS,Ulmus minor,1920,51-75,,,Verharding,,Stadsdeel,Centrum,4.89036,52.36576
7055,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.876563,52.375554
7056,_50_PLUS,Ulmus minor,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.888618,52.362723
7057,_50_PLUS,Ulmus minor,1970,51-75,,,Verharding,,Stadsdeel,Centrum,4.891173,52.362112
7058,_50_PLUS,Ulmus x hollandica `Vegeta`,1945,51-75,,,Verharding,,Stadsdeel,Centrum,4.892583,52.380547
7059,_50_PLUS,Ulmus x hollandica `Vegeta`,1945,51-75,,,Verharding,,Stadsdeel,Centrum,4.891486,52.381161
7060,_50_PLUS,Ulmus x hollandica `Vegeta`,1950,51-75,,,Verharding,,Stadsdeel,Centrum,4.907552,52.363555
7061,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.907735,52.363845
7062,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.907574,52.363815
7063,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.9074,52.363781
7064,_50_PLUS,Ulmus x hollandica `Vegeta`,1960,51-75,,,Verharding,,Stadsdeel,Centrum,4.901498,52.375129
7065,_50_PLUS,Ulmus x hollandica `Vegeta`,1945,51-75,,,Verharding,,Stadsdeel,Centrum,4.896089,52.363665
7066,_50_PLUS,Ulmus minor,1940,51-75,,,Verharding,,Stadsdeel,Centrum,4.898617,52.36911
